date,day,weather,student_count,event,food_prepared_kg,food_consumed_kg,waste_kg,meal_type
2023-03-07,Tuesday,Humid,375,Sports Day,168.39,133.57,34.81,Dinner
2023-03-08,Wednesday,Sunny,342,None,196.54,167.47,29.06,Dinner
2023-03-09,Thursday,Humid,377,Seminar,183.78,141.76,42.02,Dinner
2023-03-10,Friday,Cloudy,278,Sports Day,117.62,103.14,14.49,Dinner
2023-03-11,Saturday,Cloudy,349,None,154.29,133.43,20.86,Lunch
2023-03-12,Sunday,Humid,319,Sports Day,147.85,135.46,12.4,Breakfast
2023-03-13,Monday,Cloudy,344,Fest,148.39,126.12,22.27,Dinner
2023-03-14,Tuesday,Rainy,203,Fest,100.63,90.64,9.99,Dinner
2023-03-15,Wednesday,Sunny,268,Seminar,113.72,107.13,6.59,Breakfast
2023-03-16,Thursday,Rainy,404,Sports Day,184.96,148.93,36.03,Lunch
2023-03-17,Friday,Sunny,271,Sports Day,141.81,112.52,29.29,Breakfast
2023-03-18,Saturday,Rainy,250,Seminar,139.38,128.43,10.95,Breakfast
2023-03-19,Sunday,Humid,298,Seminar,136.41,104.84,31.57,Lunch
2023-03-20,Monday,Sunny,332,Sports Day,154.21,122.76,31.44,Lunch
2023-03-21,Tuesday,Humid,224,Sports Day,116.16,98.47,17.69,Dinner
2023-03-22,Wednesday,Rainy,208,Seminar,103.0,92.98,10.03,Breakfast
2023-03-23,Thursday,Humid,235,Seminar,137.59,110.48,27.1,Breakfast
2023-03-24,Friday,Humid,391,Seminar,183.43,141.62,41.81,Dinner
2023-03-25,Saturday,Cloudy,236,Seminar,119.2,106.23,12.97,Dinner
2023-03-26,Sunday,Rainy,218,None,92.21,86.52,5.68,Dinner
2023-03-27,Monday,Humid,291,Seminar,140.1,132.38,7.72,Breakfast
2023-03-28,Tuesday,Rainy,292,None,136.12,103.66,32.46,Dinner
2023-03-29,Wednesday,Cloudy,324,None,159.3,130.63,28.67,Breakfast
2023-03-30,Thursday,Humid,293,Seminar,172.85,163.49,9.36,Dinner
2023-03-31,Friday,Cloudy,402,Seminar,207.56,160.09,47.47,Breakfast
2023-04-01,Saturday,Cloudy,249,Seminar,131.95,124.58,7.37,Breakfast
2023-04-02,Sunday,Cloudy,302,Seminar,123.54,93.45,30.09,Dinner
2023-04-03,Monday,Humid,357,Sports Day,144.06,131.07,12.99,Dinner
2023-04-04,Tuesday,Sunny,245,Fest,135.32,120.04,15.28,Lunch
2023-04-05,Wednesday,Humid,387,Fest,198.96,184.1,14.86,Lunch
2023-04-06,Thursday,Cloudy,374,Fest,151.91,137.51,14.4,Breakfast
2023-04-07,Friday,Cloudy,260,Seminar,135.84,106.73,29.1,Dinner
2023-04-08,Saturday,Rainy,264,Fest,120.43,111.71,8.71,Lunch
2023-04-09,Sunday,Rainy,342,Sports Day,168.73,128.37,40.36,Lunch
2023-04-10,Monday,Cloudy,204,None,96.89,90.7,6.2,Dinner
2023-04-11,Tuesday,Humid,343,Fest,137.87,117.31,20.57,Lunch
2023-04-12,Wednesday,Humid,323,Fest,176.34,163.21,13.13,Dinner
2023-04-13,Thursday,Sunny,215,None,112.84,86.18,26.65,Dinner
2023-04-14,Friday,Humid,309,Sports Day,131.36,101.36,30.0,Dinner
2023-04-15,Saturday,Cloudy,335,Fest,167.84,157.99,9.84,Lunch
2023-04-16,Sunday,Sunny,206,Seminar,105.69,89.99,15.7,Breakfast
2023-04-17,Monday,Humid,291,Seminar,169.25,154.14,15.11,Breakfast
2023-04-18,Tuesday,Sunny,189,None,80.71,62.66,18.05,Breakfast
2023-04-19,Wednesday,Sunny,196,None,116.4,90.24,26.16,Dinner
2023-04-20,Thursday,Humid,318,Sports Day,130.24,121.07,9.16,Lunch
2023-04-21,Friday,Rainy,219,Sports Day,124.88,110.82,14.06,Breakfast
2023-04-22,Saturday,Humid,343,None,144.32,109.72,34.6,Breakfast
2023-04-23,Sunday,Rainy,303,Fest,125.73,111.58,14.15,Dinner
2023-04-24,Monday,Rainy,346,None,170.58,152.7,17.87,Dinner
2023-04-25,Tuesday,Rainy,331,None,132.81,107.49,25.32,Dinner
2023-04-26,Wednesday,Rainy,338,Sports Day,157.87,140.04,17.84,Lunch
2023-04-27,Thursday,Humid,170,None,70.84,59.54,11.3,Dinner
2023-04-28,Friday,Humid,266,None,115.55,99.82,15.73,Dinner
2023-04-29,Saturday,Humid,275,None,124.22,98.78,25.44,Breakfast
2023-04-30,Sunday,Sunny,281,Seminar,132.75,103.5,29.24,Dinner
2023-05-01,Monday,Cloudy,277,Sports Day,137.59,126.82,10.77,Lunch
2023-05-02,Tuesday,Humid,371,Fest,191.7,157.11,34.59,Lunch
2023-05-03,Wednesday,Sunny,283,Seminar,168.26,138.72,29.54,Lunch
2023-05-04,Thursday,Cloudy,196,None,109.49,90.95,18.53,Dinner
2023-05-05,Friday,Cloudy,283,None,121.97,108.64,13.33,Breakfast
2023-05-06,Saturday,Humid,359,Seminar,175.58,162.6,12.97,Breakfast
2023-05-07,Sunday,Rainy,347,Sports Day,177.63,141.27,36.36,Lunch
2023-05-08,Monday,Rainy,243,Fest,143.13,121.65,21.48,Breakfast
2023-05-09,Tuesday,Sunny,199,Seminar,91.68,75.19,16.49,Breakfast
2023-05-10,Wednesday,Rainy,268,None,123.19,110.39,12.81,Dinner
2023-05-11,Thursday,Humid,226,Seminar,104.91,89.16,15.75,Dinner
2023-05-12,Friday,Sunny,266,Sports Day,143.64,125.7,17.93,Breakfast
2023-05-13,Saturday,Humid,215,Seminar,94.96,84.66,10.3,Dinner
2023-05-14,Sunday,Rainy,256,None,149.66,118.99,30.67,Lunch
2023-05-15,Monday,Humid,241,Sports Day,107.83,88.11,19.72,Lunch
2023-05-16,Tuesday,Humid,168,None,92.89,80.26,12.63,Lunch
2023-05-17,Wednesday,Cloudy,275,Fest,150.02,135.5,14.52,Breakfast
2023-05-18,Thursday,Humid,282,Seminar,135.29,106.89,28.4,Breakfast
2023-05-19,Friday,Sunny,364,Sports Day,216.17,195.54,20.62,Breakfast
2023-05-20,Saturday,Cloudy,365,Sports Day,163.73,126.68,37.05,Lunch
2023-05-21,Sunday,Sunny,222,Fest,116.56,97.28,19.28,Dinner
2023-05-22,Monday,Rainy,329,Sports Day,177.01,132.95,44.06,Lunch
2023-05-23,Tuesday,Humid,240,Seminar,141.87,107.6,34.27,Breakfast
2023-05-24,Wednesday,Rainy,326,None,135.7,122.12,13.59,Breakfast
2023-05-25,Thursday,Sunny,273,Seminar,158.24,128.24,30.0,Lunch
2023-05-26,Friday,Rainy,308,Seminar,145.43,130.56,14.87,Dinner
2023-05-27,Saturday,Humid,367,Sports Day,188.62,160.19,28.43,Breakfast
2023-05-28,Sunday,Rainy,265,Fest,149.12,123.37,25.75,Breakfast
2023-05-29,Monday,Sunny,239,None,123.06,111.82,11.24,Lunch
2023-05-30,Tuesday,Rainy,159,None,85.74,79.14,6.6,Lunch
2023-05-31,Wednesday,Sunny,269,None,128.16,105.71,22.45,Dinner
2023-06-01,Thursday,Humid,256,Seminar,149.74,117.44,32.3,Lunch
2023-06-02,Friday,Rainy,249,Sports Day,142.99,122.58,20.41,Lunch
2023-06-03,Saturday,Sunny,241,Fest,130.75,120.38,10.37,Dinner
2023-06-04,Sunday,Sunny,245,Sports Day,141.44,117.81,23.63,Lunch
2023-06-05,Monday,Cloudy,257,Seminar,141.36,121.84,19.52,Dinner
2023-06-06,Tuesday,Cloudy,326,Seminar,180.11,139.27,40.84,Lunch
2023-06-07,Wednesday,Humid,260,Seminar,149.48,126.65,22.83,Breakfast
2023-06-08,Thursday,Rainy,259,Fest,105.31,88.92,16.4,Lunch
2023-06-09,Friday,Cloudy,363,Fest,166.55,144.8,21.75,Dinner
2023-06-10,Saturday,Sunny,343,None,145.05,118.72,26.32,Breakfast
2023-06-11,Sunday,Humid,347,None,203.49,180.15,23.35,Lunch
2023-06-12,Monday,Humid,290,None,152.13,120.18,31.95,Breakfast
2023-06-13,Tuesday,Humid,268,None,119.48,109.62,9.86,Breakfast
2023-06-14,Wednesday,Sunny,344,Seminar,165.69,131.7,33.99,Lunch
2023-06-15,Thursday,Humid,286,Sports Day,136.96,127.1,9.86,Breakfast
2023-06-16,Friday,Humid,304,Sports Day,169.8,159.89,9.91,Breakfast
2023-06-17,Saturday,Cloudy,204,None,82.35,74.02,8.33,Lunch
2023-06-18,Sunday,Rainy,317,Seminar,133.02,116.25,16.78,Dinner
2023-06-19,Monday,Cloudy,265,Sports Day,110.49,95.62,14.87,Breakfast
2023-06-20,Tuesday,Cloudy,298,Sports Day,120.03,97.47,22.56,Breakfast
2023-06-21,Wednesday,Humid,253,Seminar,117.95,104.15,13.8,Lunch
2023-06-22,Thursday,Rainy,370,Sports Day,204.1,176.22,27.88,Dinner
2023-06-23,Friday,Cloudy,325,Fest,185.02,141.78,43.24,Lunch
2023-06-24,Saturday,Cloudy,292,Sports Day,143.5,108.97,34.54,Breakfast
2023-06-25,Sunday,Rainy,178,None,83.27,67.28,15.98,Breakfast
2023-06-26,Monday,Sunny,284,None,126.99,114.93,12.06,Lunch
2023-06-27,Tuesday,Rainy,309,Seminar,133.51,107.7,25.81,Dinner
2023-06-28,Wednesday,Cloudy,202,Seminar,116.99,90.83,26.16,Lunch
2023-06-29,Thursday,Cloudy,217,Seminar,99.26,84.65,14.61,Dinner
2023-06-30,Friday,Humid,251,Fest,113.99,91.81,22.17,Dinner
2023-07-01,Saturday,Humid,305,None,134.17,116.69,17.47,Breakfast
2023-07-02,Sunday,Sunny,241,Fest,119.32,103.39,15.93,Breakfast
2023-07-03,Monday,Cloudy,295,Seminar,130.96,100.09,30.87,Dinner
2023-07-04,Tuesday,Rainy,265,Sports Day,148.75,112.2,36.55,Lunch
2023-07-05,Wednesday,Cloudy,326,Sports Day,192.25,159.03,33.22,Breakfast
2023-07-06,Thursday,Humid,274,Fest,123.58,110.72,12.86,Lunch
2023-07-07,Friday,Sunny,261,Sports Day,142.51,117.23,25.27,Lunch
2023-07-08,Saturday,Sunny,210,None,112.64,95.87,16.77,Lunch
2023-07-09,Sunday,Humid,232,Fest,106.85,88.06,18.79,Breakfast
2023-07-10,Monday,Humid,397,Seminar,190.14,152.76,37.38,Dinner
2023-07-11,Tuesday,Rainy,267,Fest,127.93,109.18,18.76,Dinner
2023-07-12,Wednesday,Rainy,297,None,174.08,159.86,14.22,Breakfast
2023-07-13,Thursday,Sunny,226,None,117.66,97.46,20.2,Breakfast
2023-07-14,Friday,Cloudy,237,Sports Day,97.96,80.75,17.21,Lunch
2023-07-15,Saturday,Rainy,169,None,83.27,68.61,14.66,Lunch
2023-07-16,Sunday,Humid,259,Sports Day,146.28,126.98,19.3,Breakfast
2023-07-17,Monday,Humid,346,Fest,162.94,139.75,23.18,Breakfast
2023-07-18,Tuesday,Sunny,219,Seminar,124.0,112.21,11.78,Lunch
2023-07-19,Wednesday,Sunny,234,Sports Day,114.88,99.66,15.22,Breakfast
2023-07-20,Thursday,Sunny,323,Sports Day,175.25,140.36,34.89,Lunch
2023-07-21,Friday,Cloudy,389,Fest,159.52,142.18,17.34,Dinner
2023-07-22,Saturday,Rainy,231,Seminar,135.71,125.97,9.74,Lunch
2023-07-23,Sunday,Humid,290,Sports Day,167.23,146.08,21.15,Breakfast
2023-07-24,Monday,Cloudy,234,None,138.39,105.94,32.45,Lunch
2023-07-25,Tuesday,Humid,285,None,114.41,107.17,7.24,Dinner
2023-07-26,Wednesday,Cloudy,261,Seminar,110.86,87.49,23.37,Dinner
2023-07-27,Thursday,Humid,208,Sports Day,97.71,74.0,23.71,Breakfast
2023-07-28,Friday,Rainy,214,Sports Day,112.25,84.87,27.39,Dinner
2023-07-29,Saturday,Sunny,154,None,83.42,63.97,19.45,Lunch
2023-07-30,Sunday,Cloudy,327,Seminar,154.92,122.45,32.46,Dinner
2023-07-31,Monday,Sunny,218,Fest,95.1,74.66,20.44,Breakfast
2023-08-01,Tuesday,Cloudy,234,Fest,136.99,112.19,24.8,Lunch
2023-08-02,Wednesday,Sunny,419,Fest,214.91,199.64,15.27,Dinner
2023-08-03,Thursday,Cloudy,267,Fest,110.15,95.29,14.86,Lunch
2023-08-04,Friday,Sunny,248,None,128.03,107.56,20.47,Lunch
2023-08-05,Saturday,Humid,301,Sports Day,172.65,146.17,26.48,Breakfast
2023-08-06,Sunday,Humid,349,Seminar,182.28,170.31,11.97,Dinner
2023-08-07,Monday,Cloudy,378,Fest,169.63,147.49,22.14,Breakfast
2023-08-08,Tuesday,Rainy,266,Fest,130.41,103.71,26.69,Dinner
2023-08-09,Wednesday,Humid,240,Fest,111.79,87.03,24.76,Breakfast
2023-08-10,Thursday,Humid,212,Seminar,114.95,95.74,19.21,Lunch
2023-08-11,Friday,Cloudy,198,Sports Day,80.73,65.5,15.23,Dinner
2023-08-12,Saturday,Sunny,391,Fest,180.04,166.16,13.88,Lunch
2023-08-13,Sunday,Humid,285,None,143.35,119.51,23.84,Dinner
2023-08-14,Monday,Rainy,312,Seminar,157.46,139.45,18.01,Lunch
2023-08-15,Tuesday,Cloudy,292,Fest,168.35,159.29,9.06,Dinner
2023-08-16,Wednesday,Cloudy,185,None,94.83,72.85,21.98,Dinner
2023-08-17,Thursday,Humid,367,Seminar,192.72,146.86,45.86,Dinner
2023-08-18,Friday,Sunny,229,Sports Day,106.7,98.4,8.29,Breakfast
2023-08-19,Saturday,Sunny,270,Fest,159.69,146.45,13.24,Dinner
2023-08-20,Sunday,Sunny,320,Sports Day,164.27,132.73,31.54,Breakfast
2023-08-21,Monday,Sunny,377,Fest,187.18,148.8,38.37,Breakfast
2023-08-22,Tuesday,Rainy,334,Seminar,196.71,185.64,11.07,Lunch
2023-08-23,Wednesday,Rainy,353,Sports Day,171.22,145.74,25.48,Lunch
2023-08-24,Thursday,Rainy,272,Sports Day,130.94,123.97,6.98,Dinner
2023-08-25,Friday,Rainy,224,Seminar,98.26,81.06,17.19,Dinner
2023-08-26,Saturday,Humid,323,Sports Day,143.59,133.04,10.55,Breakfast
2023-08-27,Sunday,Rainy,340,Sports Day,144.52,113.49,31.03,Breakfast
2023-08-28,Monday,Sunny,267,None,155.29,122.83,32.46,Dinner
2023-08-29,Tuesday,Humid,209,Fest,100.59,76.59,24.0,Dinner
2023-08-30,Wednesday,Humid,215,Sports Day,100.82,85.15,15.67,Breakfast
2023-08-31,Thursday,Sunny,276,Seminar,129.8,102.7,27.1,Dinner
2023-09-01,Friday,Humid,295,Seminar,126.09,113.17,12.91,Dinner
2023-09-02,Saturday,Cloudy,283,Sports Day,127.22,109.22,17.99,Breakfast
2023-09-03,Sunday,Rainy,352,Seminar,198.52,164.17,34.35,Dinner
2023-09-04,Monday,Sunny,225,Sports Day,112.68,89.84,22.84,Breakfast
2023-09-05,Tuesday,Humid,281,Sports Day,164.5,128.95,35.54,Lunch
2023-09-06,Wednesday,Humid,190,None,107.62,81.14,26.47,Breakfast
2023-09-07,Thursday,Cloudy,304,None,155.13,122.6,32.53,Lunch
2023-09-08,Friday,Sunny,334,Seminar,146.44,136.63,9.81,Dinner
2023-09-09,Saturday,Rainy,227,Seminar,116.27,94.4,21.86,Dinner
2023-09-10,Sunday,Rainy,339,None,190.37,162.2,28.17,Dinner
2023-09-11,Monday,Cloudy,379,Seminar,178.87,161.89,16.98,Dinner
2023-09-12,Tuesday,Sunny,287,Seminar,163.09,124.3,38.79,Lunch
2023-09-13,Wednesday,Sunny,362,Sports Day,166.79,155.96,10.82,Breakfast
2023-09-14,Thursday,Cloudy,297,Sports Day,150.27,138.29,11.99,Dinner
2023-09-15,Friday,Sunny,332,Fest,177.73,142.92,34.81,Lunch
2023-09-16,Saturday,Rainy,348,Sports Day,141.42,116.38,25.03,Breakfast
2023-09-17,Sunday,Humid,332,None,193.38,182.39,10.99,Dinner
2023-09-18,Monday,Cloudy,179,None,73.39,56.71,16.68,Lunch
2023-09-19,Tuesday,Rainy,339,None,201.76,162.19,39.57,Breakfast
2023-09-20,Wednesday,Humid,241,Sports Day,113.34,105.4,7.94,Breakfast
2023-09-21,Thursday,Sunny,320,Fest,133.81,124.81,9.0,Dinner
2023-09-22,Friday,Rainy,217,Sports Day,92.15,86.37,5.77,Breakfast
2023-09-23,Saturday,Sunny,262,Seminar,118.65,106.44,12.22,Lunch
2023-09-24,Sunday,Cloudy,242,Sports Day,126.96,116.46,10.5,Breakfast
2023-09-25,Monday,Cloudy,346,Fest,160.63,142.98,17.65,Dinner
2023-09-26,Tuesday,Cloudy,191,None,98.63,87.89,10.74,Lunch
2023-09-27,Wednesday,Sunny,275,Sports Day,161.37,151.8,9.56,Dinner
2023-09-28,Thursday,Sunny,291,Sports Day,165.19,135.96,29.24,Dinner
2023-09-29,Friday,Cloudy,348,Seminar,146.08,130.43,15.65,Lunch
2023-09-30,Saturday,Rainy,276,None,146.06,116.56,29.5,Dinner
2023-10-01,Sunday,Rainy,289,Fest,143.63,135.77,7.86,Lunch
2023-10-02,Monday,Cloudy,309,Seminar,128.03,108.35,19.68,Dinner
2023-10-03,Tuesday,Cloudy,413,Seminar,170.7,137.65,33.05,Dinner
2023-10-04,Wednesday,Rainy,211,Fest,121.61,94.11,27.5,Breakfast
2023-10-05,Thursday,Rainy,214,Fest,96.28,77.75,18.52,Lunch
2023-10-06,Friday,Humid,257,Fest,146.11,120.27,25.84,Dinner
2023-10-07,Saturday,Cloudy,258,Sports Day,123.16,94.67,28.49,Breakfast
2023-10-08,Sunday,Sunny,193,None,96.21,83.63,12.57,Breakfast
2023-10-09,Monday,Rainy,227,Seminar,90.82,69.11,21.7,Dinner
2023-10-10,Tuesday,Humid,244,None,127.79,110.65,17.14,Breakfast
2023-10-11,Wednesday,Humid,395,Sports Day,230.76,200.16,30.6,Lunch
2023-10-12,Thursday,Humid,280,Seminar,140.12,123.96,16.16,Lunch
2023-10-13,Friday,Cloudy,316,None,131.69,101.14,30.55,Lunch
2023-10-14,Saturday,Cloudy,215,Seminar,100.78,83.93,16.84,Breakfast
2023-10-15,Sunday,Sunny,245,Sports Day,132.67,100.82,31.85,Lunch
2023-10-16,Monday,Sunny,208,Sports Day,116.99,90.97,26.02,Breakfast
2023-10-17,Tuesday,Sunny,274,Fest,122.49,109.73,12.76,Lunch
2023-10-18,Wednesday,Humid,297,Seminar,146.94,125.79,21.15,Lunch
2023-10-19,Thursday,Humid,259,Sports Day,148.94,130.22,18.72,Breakfast
2023-10-20,Friday,Sunny,231,Seminar,107.28,101.11,6.17,Dinner
2023-10-21,Saturday,Humid,298,Seminar,160.93,125.18,35.75,Lunch
2023-10-22,Sunday,Humid,178,None,101.24,88.5,12.74,Breakfast
2023-10-23,Monday,Sunny,332,Seminar,160.33,122.71,37.61,Breakfast
2023-10-24,Tuesday,Cloudy,390,Sports Day,200.36,173.79,26.57,Dinner
2023-10-25,Wednesday,Rainy,266,None,131.3,117.46,13.84,Breakfast
2023-10-26,Thursday,Cloudy,268,Seminar,117.63,111.04,6.58,Breakfast
2023-10-27,Friday,Humid,259,Seminar,140.32,120.62,19.7,Breakfast
2023-10-28,Saturday,Humid,379,Sports Day,193.54,157.78,35.75,Breakfast
2023-10-29,Sunday,Humid,420,Sports Day,182.45,137.12,45.33,Lunch
2023-10-30,Monday,Cloudy,285,None,123.05,114.5,8.55,Lunch
2023-10-31,Tuesday,Sunny,264,Seminar,131.62,108.0,23.63,Lunch
2023-11-01,Wednesday,Cloudy,406,Seminar,225.33,172.51,52.83,Dinner
2023-11-02,Thursday,Rainy,253,None,126.51,106.92,19.59,Dinner
2023-11-03,Friday,Rainy,349,None,189.03,158.21,30.83,Lunch
2023-11-04,Saturday,Cloudy,223,Sports Day,124.77,102.83,21.95,Dinner
2023-11-05,Sunday,Sunny,329,Fest,139.36,110.93,28.43,Breakfast
2023-11-06,Monday,Humid,227,None,115.47,97.81,17.65,Breakfast
2023-11-07,Tuesday,Humid,321,Seminar,171.55,158.31,13.24,Dinner
2023-11-08,Wednesday,Sunny,348,None,178.29,158.71,19.58,Lunch
2023-11-09,Thursday,Rainy,392,Fest,169.52,129.2,40.32,Lunch
2023-11-10,Friday,Cloudy,271,Seminar,138.56,108.34,30.22,Dinner
2023-11-11,Saturday,Sunny,281,Sports Day,135.85,119.96,15.89,Lunch
2023-11-12,Sunday,Humid,314,Sports Day,166.49,142.24,24.26,Breakfast
2023-11-13,Monday,Rainy,400,Fest,167.36,134.08,33.28,Lunch
2023-11-14,Tuesday,Cloudy,360,Sports Day,165.91,128.01,37.9,Breakfast
2023-11-15,Wednesday,Sunny,279,Fest,134.51,114.5,20.02,Dinner
2023-11-16,Thursday,Humid,277,None,112.53,98.05,14.49,Dinner
2023-11-17,Friday,Sunny,251,Sports Day,146.06,135.51,10.54,Lunch
2023-11-18,Saturday,Humid,252,None,131.01,122.22,8.8,Dinner
2023-11-19,Sunday,Humid,344,Sports Day,143.25,107.58,35.67,Lunch
2023-11-20,Monday,Cloudy,291,Fest,160.12,130.67,29.45,Dinner
2023-11-21,Tuesday,Sunny,359,Sports Day,144.46,126.7,17.76,Lunch
2023-11-22,Wednesday,Rainy,180,None,107.68,86.24,21.45,Dinner
2023-11-23,Thursday,Rainy,157,None,75.92,61.14,14.77,Dinner
2023-11-24,Friday,Sunny,325,Sports Day,135.43,122.95,12.48,Dinner
2023-11-25,Saturday,Rainy,241,Seminar,139.46,111.44,28.02,Breakfast
2023-11-26,Sunday,Sunny,342,None,151.53,128.07,23.45,Dinner
2023-11-27,Monday,Cloudy,393,Fest,162.24,144.61,17.63,Breakfast
2023-11-28,Tuesday,Humid,298,Seminar,133.79,108.73,25.05,Dinner
2023-11-29,Wednesday,Sunny,220,None,102.28,77.03,25.25,Lunch
2023-11-30,Thursday,Cloudy,391,Fest,186.47,168.59,17.88,Dinner
2023-12-01,Friday,Rainy,290,Sports Day,135.98,112.92,23.06,Lunch
2023-12-02,Saturday,Rainy,278,Sports Day,151.24,135.13,16.11,Dinner
2023-12-03,Sunday,Humid,250,Fest,133.24,106.61,26.62,Lunch
2023-12-04,Monday,Rainy,302,Fest,171.45,149.19,22.26,Lunch
2023-12-05,Tuesday,Sunny,315,Fest,148.18,131.72,16.46,Lunch
2023-12-06,Wednesday,Sunny,183,None,80.15,75.05,5.1,Lunch
2023-12-07,Thursday,Rainy,270,None,112.98,99.58,13.4,Dinner
2023-12-08,Friday,Sunny,246,Sports Day,103.27,81.44,21.83,Dinner
2023-12-09,Saturday,Cloudy,336,Fest,148.29,137.88,10.41,Dinner
2023-12-10,Sunday,Rainy,297,Fest,165.87,144.48,21.4,Lunch
2023-12-11,Monday,Sunny,213,None,89.93,71.21,18.73,Lunch
2023-12-12,Tuesday,Humid,355,Seminar,165.95,150.23,15.72,Lunch
2023-12-13,Wednesday,Rainy,325,Seminar,144.76,125.41,19.35,Dinner
2023-12-14,Thursday,Rainy,304,Fest,140.37,114.29,26.08,Dinner
2023-12-15,Friday,Rainy,249,Fest,121.45,91.54,29.91,Lunch
2023-12-16,Saturday,Rainy,267,None,118.96,103.09,15.87,Lunch
2023-12-17,Sunday,Cloudy,369,Fest,159.72,136.75,22.97,Lunch
2023-12-18,Monday,Rainy,255,Fest,136.04,104.25,31.79,Lunch
2023-12-19,Tuesday,Humid,267,Seminar,159.53,144.68,14.85,Dinner
2023-12-20,Wednesday,Cloudy,241,Sports Day,115.24,104.83,10.4,Lunch
2023-12-21,Thursday,Cloudy,229,Seminar,113.89,107.27,6.62,Lunch
2023-12-22,Friday,Cloudy,421,Fest,209.96,195.33,14.63,Breakfast
2023-12-23,Saturday,Cloudy,391,Seminar,177.43,159.15,18.28,Lunch
2023-12-24,Sunday,Sunny,286,Sports Day,117.02,96.88,20.14,Dinner
2023-12-25,Monday,Sunny,260,Fest,145.75,134.63,11.13,Dinner
2023-12-26,Tuesday,Humid,367,Fest,207.38,183.46,23.92,Breakfast
2023-12-27,Wednesday,Sunny,220,Seminar,91.75,80.51,11.24,Lunch
2023-12-28,Thursday,Humid,295,None,150.64,119.29,31.35,Lunch
2023-12-29,Friday,Rainy,310,Seminar,135.7,124.22,11.49,Breakfast
2023-12-30,Saturday,Cloudy,304,None,173.48,163.11,10.37,Dinner
2023-12-31,Sunday,Rainy,315,None,135.23,127.66,7.58,Breakfast
2023-01-01,Sunday,Humid,229,Sports Day,132.54,123.03,9.51,Dinner
2023-01-02,Monday,Humid,331,Fest,148.49,119.15,29.34,Dinner
2023-01-03,Tuesday,Humid,318,Sports Day,168.38,134.71,33.67,Lunch
2023-01-04,Wednesday,Humid,418,Fest,181.69,153.02,28.67,Lunch
2023-01-05,Thursday,Cloudy,273,Sports Day,109.83,87.08,22.75,Lunch
2023-01-06,Friday,Humid,258,Fest,152.06,134.82,17.24,Dinner
2023-01-07,Saturday,Humid,278,Seminar,140.74,107.55,33.19,Dinner
2023-01-08,Sunday,Cloudy,318,Seminar,172.78,142.16,30.61,Breakfast
2023-01-09,Monday,Humid,327,Fest,135.6,125.26,10.34,Breakfast
2023-01-10,Tuesday,Sunny,237,Fest,98.54,84.2,14.34,Lunch
2023-01-11,Wednesday,Humid,309,Sports Day,167.44,145.9,21.54,Lunch
2023-01-12,Thursday,Sunny,383,Fest,181.4,163.68,17.72,Lunch
2023-01-13,Friday,Cloudy,305,None,167.58,157.84,9.73,Lunch
2023-01-14,Saturday,Sunny,316,Seminar,180.86,146.93,33.93,Dinner
2023-01-15,Sunday,Cloudy,251,Sports Day,116.27,90.84,25.43,Dinner
2023-01-16,Monday,Humid,279,None,118.32,101.32,17.0,Breakfast
2023-01-17,Tuesday,Rainy,343,Seminar,189.42,175.81,13.61,Lunch
2023-01-18,Wednesday,Sunny,263,None,122.28,102.01,20.27,Dinner
2023-01-19,Thursday,Sunny,225,Sports Day,117.98,88.77,29.21,Lunch
2023-01-20,Friday,Humid,233,None,112.79,91.28,21.5,Breakfast
2023-01-21,Saturday,Sunny,282,Fest,156.02,139.66,16.36,Breakfast
2023-01-22,Sunday,Sunny,335,Fest,188.95,154.27,34.68,Lunch
2023-01-23,Monday,Cloudy,375,Fest,158.44,150.0,8.44,Lunch
2023-01-24,Tuesday,Sunny,377,Sports Day,214.78,186.89,27.89,Lunch
2023-01-25,Wednesday,Rainy,266,Fest,154.16,119.7,34.46,Lunch
2023-01-26,Thursday,Cloudy,228,None,112.39,99.62,12.78,Breakfast
2023-01-27,Friday,Sunny,296,None,149.36,113.41,35.95,Breakfast
2023-01-28,Saturday,Cloudy,387,Fest,156.56,125.5,31.06,Dinner
2023-01-29,Sunday,Sunny,283,None,145.35,137.47,7.89,Breakfast
2023-01-30,Monday,Sunny,373,Seminar,196.1,177.49,18.6,Lunch
2023-01-31,Tuesday,Cloudy,321,Sports Day,182.97,145.94,37.03,Breakfast
2023-02-01,Wednesday,Sunny,238,Fest,107.64,94.52,13.12,Breakfast
2023-02-02,Thursday,Cloudy,322,Fest,148.69,123.26,25.43,Breakfast
2023-02-03,Friday,Rainy,212,Seminar,91.04,71.42,19.62,Lunch
2023-02-04,Saturday,Humid,281,None,166.19,156.58,9.61,Breakfast
2023-02-05,Sunday,Rainy,344,Fest,172.14,159.57,12.57,Breakfast
2023-02-06,Monday,Cloudy,264,Seminar,134.72,102.38,32.34,Dinner
2023-02-07,Tuesday,Cloudy,230,None,126.2,117.8,8.4,Dinner
2023-02-08,Wednesday,Humid,268,Sports Day,154.87,132.04,22.84,Lunch
2023-02-09,Thursday,Sunny,287,Seminar,115.48,104.59,10.89,Lunch
2023-02-10,Friday,Sunny,236,Sports Day,109.62,83.8,25.82,Dinner
2023-02-11,Saturday,Rainy,221,None,124.2,95.02,29.18,Lunch
2023-02-12,Sunday,Sunny,243,Sports Day,125.82,105.68,20.14,Lunch
2023-02-13,Monday,Sunny,331,Seminar,192.05,172.91,19.14,Breakfast
